Gene	Gene name	Reliability	Main location	Additional location	Extracellular location	Enhanced	Supported	Approved	Uncertain	Single-cell variation intensity	Single-cell variation spatial	Cell cycle dependency	GO id
ENSG00000009844	VTA1	Supported	Cytosol;Nucleoplasm;Vesicles				Cytosol;Vesicles	Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000009950	MLXIPL	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000009954	BAZ1B	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000010017	RANBP9	Supported	Nucleoplasm	Cytosol			Cytosol;Nucleoplasm				Cytosol;Nucleoplasm		Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000010030	ETV7	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000010072	SPRTN	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000010165	EEF1AKNMT	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000010219	DYRK4	Enhanced	Vesicles			Vesicles				Vesicles			Vesicles (GO:0043231)
ENSG00000010244	ZNF207	Enhanced	Nucleoplasm			Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000010256	UQCRC1	Supported	Mitochondria				Mitochondria						Mitochondria (GO:0005739)
ENSG00000010270	STARD3NL	Supported	Vesicles				Vesicles						Vesicles (GO:0043231)
ENSG00000010278	CD9	Supported	Plasma membrane				Plasma membrane						Plasma membrane (GO:0005886)
ENSG00000010292	NCAPD2	Supported	Cytosol	Nucleoli;Nucleoplasm			Cytosol;Nucleoli;Nucleoplasm						Cytosol (GO:0005829);Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000010310	GIPR	Uncertain	Vesicles						Vesicles				Vesicles (GO:0043231)
ENSG00000010318	PHF7	Supported	Nucleoplasm	Golgi apparatus			Nucleoplasm	Golgi apparatus					Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000010322	NISCH	Approved	Cytosol;Nucleoplasm	Cytokinetic bridge;Microtubules;Vesicles			Cytosol;Vesicles		Cytokinetic bridge;Microtubules;Nucleoplasm			Cytokinetic bridge (biological definition)	Cytokinetic bridge (GO:0045171);Cytosol (GO:0005829);Microtubules (GO:0015630);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000010327	STAB1	Approved	Cytosol	Nucleoplasm;Plasma membrane				Cytosol;Nucleoplasm;Plasma membrane		Cytosol			Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000010361	FUZ	Approved	Cytosol					Cytosol		Cytosol			Cytosol (GO:0005829)
ENSG00000010379	SLC6A13	Supported	Mitochondria	Cytosol;Nucleoli;Nucleoplasm			Mitochondria		Cytosol;Nucleoli;Nucleoplasm	Nucleoli			Cytosol (GO:0005829);Mitochondria (GO:0005739);Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000010438	PRSS3	Approved	Vesicles	Endoplasmic reticulum	Predicted to be secreted			Endoplasmic reticulum;Vesicles					Endoplasmic reticulum (GO:0005783);Vesicles (GO:0043231)
ENSG00000010539	ZNF200	Approved	Mitochondria					Mitochondria		Mitochondria			Mitochondria (GO:0005739)
ENSG00000010610	CD4	Approved	Plasma membrane					Plasma membrane					Plasma membrane (GO:0005886)
ENSG00000010626	LRRC23	Supported	Nucleoli;Nucleoli rim				Nucleoli;Nucleoli rim						Nucleoli (GO:0005730);Nucleoli rim (GO:0005730)
ENSG00000010671	BTK	Supported	Cytosol;Plasma membrane				Cytosol;Plasma membrane						Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000010704	HFE	Supported	Plasma membrane	Nucleoplasm			Plasma membrane	Nucleoplasm		Plasma membrane			Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000010803	SCMH1	Supported	Nucleoplasm	Cytosol;Nuclear bodies			Nucleoplasm	Cytosol;Nuclear bodies		Cytosol			Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000010810	FYN	Enhanced	Plasma membrane	Cytosol		Cytosol;Plasma membrane				Plasma membrane			Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000010818	HIVEP2	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000011007	ELOA	Approved	Nuclear speckles	Cytosol			Nuclear speckles		Cytosol				Cytosol (GO:0005829);Nuclear speckles (GO:0016607)
ENSG00000011009	LYPLA2	Uncertain	Cytosol	Nucleoplasm					Cytosol;Nucleoplasm				Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000011021	CLCN6	Approved	Cytosol;Plasma membrane					Cytosol;Plasma membrane		Cytosol;Plasma membrane			Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000011052	NME1-NME2	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000011105	TSPAN9	Approved	Golgi apparatus;Nucleoplasm	Cytosol				Cytosol;Golgi apparatus;Nucleoplasm					Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000011114	BTBD7	Approved	Focal adhesion sites					Focal adhesion sites					Focal adhesion sites (GO:0005925)
ENSG00000011132	APBA3	Approved	Vesicles					Vesicles					Vesicles (GO:0043231)
ENSG00000011198	ABHD5	Supported	Cytosol;Vesicles	Nucleoplasm			Cytosol	Vesicles	Nucleoplasm	Cytosol;Nucleoplasm;Vesicles			Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000011243	AKAP8L	Supported	Nuclear speckles				Nuclear speckles						Nuclear speckles (GO:0016607)
ENSG00000011258	MBTD1	Approved	Nucleoplasm	Cytosol				Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000011260	UTP18	Supported	Nucleoli;Nucleoli rim	Nuclear membrane;Nucleoplasm			Nucleoli;Nucleoli rim		Nuclear membrane;Nucleoplasm				Nuclear membrane (GO:0031965);Nucleoli (GO:0005730);Nucleoli rim (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000011275	RNF216	Supported	Cytosol	Nucleoplasm			Cytosol	Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000011295	TTC19	Enhanced	Mitochondria			Mitochondria							Mitochondria (GO:0005739)
ENSG00000011304	PTBP1	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000011332	DPF1	Approved	Cytosol;Nucleoplasm	Mitochondria				Cytosol;Mitochondria;Nucleoplasm					Cytosol (GO:0005829);Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000011376	LARS2	Supported	Mitochondria	Nucleoplasm			Mitochondria	Nucleoplasm					Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000011405	PIK3C2A	Supported	Nucleoplasm	Cytosol;Vesicles			Cytosol;Nucleoplasm;Vesicles			Nucleoplasm			Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000011422	PLAUR	Supported	Plasma membrane				Plasma membrane						Plasma membrane (GO:0005886)
ENSG00000011426	ANLN	Enhanced	Nucleoplasm	Midbody		Midbody;Nucleoplasm				Nucleoplasm		Midbody (biological definition)	Midbody (GO:0030496);Nucleoplasm (GO:0005654)
ENSG00000011451	WIZ	Enhanced	Nucleoplasm	Midbody		Nucleoplasm		Midbody		Midbody		Midbody (biological definition)	Midbody (GO:0030496);Nucleoplasm (GO:0005654)
ENSG00000011454	RABGAP1	Enhanced	Cytosol			Cytosol							Cytosol (GO:0005829)
ENSG00000011478	QPCTL	Supported	Golgi apparatus				Golgi apparatus			Golgi apparatus			Golgi apparatus (GO:0005794)
ENSG00000011485	PPP5C	Supported	Cytosol;Vesicles				Cytosol;Vesicles						Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000011523	CEP68	Supported	Centriolar satellite;Nucleoplasm				Centriolar satellite	Nucleoplasm					Centriolar satellite (GO:0034451);Nucleoplasm (GO:0005654)
ENSG00000011566	MAP4K3	Approved	Centriolar satellite	Nucleoplasm				Centriolar satellite;Nucleoplasm					Centriolar satellite (GO:0034451);Nucleoplasm (GO:0005654)
ENSG00000011600	TYROBP	Supported	Plasma membrane				Plasma membrane						Plasma membrane (GO:0005886)
ENSG00000011638	TMEM159	Approved	Vesicles					Vesicles					Vesicles (GO:0043231)
ENSG00000011677	GABRA3	Uncertain	Plasma membrane	Nucleoplasm					Nucleoplasm;Plasma membrane	Nucleoplasm;Plasma membrane			Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000012048	BRCA1	Supported	Nuclear bodies;Nucleoplasm				Nuclear bodies;Nucleoplasm						Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000012061	ERCC1	Enhanced	Nucleoplasm			Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000012174	MBTPS2	Approved	Cytosol;Mitochondria;Nucleoplasm					Cytosol;Mitochondria;Nucleoplasm					Cytosol (GO:0005829);Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000012504	NR1H4	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000012660	ELOVL5	Enhanced	Endoplasmic reticulum			Endoplasmic reticulum				Endoplasmic reticulum			Endoplasmic reticulum (GO:0005783)
ENSG00000012779	ALOX5	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000012817	KDM5D	Approved	Nucleoli fibrillar center					Nucleoli fibrillar center					Nucleoli fibrillar center (GO:0001650)
ENSG00000012822	CALCOCO1	Enhanced	Cytosol	Vesicles		Cytosol		Vesicles					Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000012963	UBR7	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000012983	MAP4K5	Approved	Cytosol	Plasma membrane				Cytosol;Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000013016	EHD3	Approved	Plasma membrane					Plasma membrane					Plasma membrane (GO:0005886)
ENSG00000013275	PSMC4	Supported	Cytosol;Nucleoplasm				Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000013293	SLC7A14	Approved	Cytosol;Vesicles	Nucleoplasm;Plasma membrane			Vesicles	Cytosol	Nucleoplasm;Plasma membrane				Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000013297	CLDN11	Supported	Cell Junctions	Lipid droplets			Cell Junctions	Lipid droplets					Cell Junctions (GO:0030054);Lipid droplets (GO:0005811)
ENSG00000013364	MVP	Supported	Cytosol				Cytosol						Cytosol (GO:0005829)
ENSG00000013374	NUB1	Enhanced	Nucleoli;Nucleoplasm			Nucleoli;Nucleoplasm				Nucleoli			Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000013375	PGM3	Approved	Cytosol;Nucleoplasm					Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000013392	RWDD2A	Approved	Vesicles					Vesicles		Vesicles			Vesicles (GO:0043231)
ENSG00000013441	CLK1	Supported	Nuclear membrane;Nucleoplasm				Nuclear membrane;Nucleoplasm						Nuclear membrane (GO:0031965);Nucleoplasm (GO:0005654)
ENSG00000013503	POLR3B	Approved	Nuclear speckles					Nuclear speckles		Nuclear speckles			Nuclear speckles (GO:0016607)
ENSG00000013523	ANGEL1	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000013561	RNF14	Supported	Nucleoplasm	Cytosol			Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000013573	DDX11	Supported	Nucleoplasm	Nucleoli			Nucleoli;Nucleoplasm			Nucleoli;Nucleoplasm			Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000013583	HEBP1	Approved	Vesicles	Nucleoplasm				Vesicles	Nucleoplasm				Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000013588	GPRC5A	Enhanced	Plasma membrane;Vesicles			Plasma membrane;Vesicles							Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000013619	MAMLD1	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000013810	TACC3	Enhanced	Centriolar satellite;Cytosol;Mitotic spindle	Vesicles		Cytosol;Mitotic spindle	Centriolar satellite		Vesicles	Cytosol;Mitotic spindle		Mitotic spindle (biological definition)	Centriolar satellite (GO:0034451);Cytosol (GO:0005829);Mitotic spindle (GO:0072686);Vesicles (GO:0043231)
ENSG00000014123	UFL1	Supported	Endoplasmic reticulum				Endoplasmic reticulum						Endoplasmic reticulum (GO:0005783)
ENSG00000014138	POLA2	Supported	Nucleoplasm	Cytosol			Nucleoplasm		Cytosol				Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000014164	ZC3H3	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000014216	CAPN1	Supported	Cytosol				Cytosol						Cytosol (GO:0005829)
ENSG00000014641	MDH1	Supported	Centrosome;Cytosol				Cytosol	Centrosome					Centrosome (GO:0005813);Cytosol (GO:0005829)
ENSG00000014914	MTMR11	Approved	Centrosome					Centrosome					Centrosome (GO:0005813)
ENSG00000014919	COX15	Supported	Mitochondria	Nucleoplasm			Mitochondria		Nucleoplasm				Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000015133	CCDC88C	Approved	Nucleoli fibrillar center;Nucleoplasm					Nucleoli fibrillar center;Nucleoplasm					Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654)
ENSG00000015153	YAF2	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000015171	ZMYND11	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000015285	WAS	Approved	Plasma membrane	Cytosol				Cytosol;Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000015413	DPEP1	Approved	Cell Junctions;Nucleoplasm				Cell Junctions		Nucleoplasm				Cell Junctions (GO:0030054);Nucleoplasm (GO:0005654)
ENSG00000015475	BID	Supported	Cytosol				Cytosol						Cytosol (GO:0005829)
ENSG00000015479	MATR3	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000015568	RGPD5	Uncertain	Nuclear membrane;Vesicles						Nuclear membrane;Vesicles				Nuclear membrane (GO:0031965);Vesicles (GO:0043231)
ENSG00000015592	STMN4	Uncertain	Golgi apparatus	Vesicles					Golgi apparatus;Vesicles				Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
ENSG00000015676	NUDCD3	Approved	Cytosol;Plasma membrane	Nucleoplasm				Cytosol;Nucleoplasm;Plasma membrane					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000016082	ISL1	Approved	Nucleoplasm	Mitochondria;Nuclear speckles				Mitochondria;Nuclear speckles;Nucleoplasm					Mitochondria (GO:0005739);Nuclear speckles (GO:0016607);Nucleoplasm (GO:0005654)
ENSG00000016402	IL20RA	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000016602	CLCA4	Approved	Plasma membrane	Aggresome;Nucleoplasm				Aggresome;Nucleoplasm;Plasma membrane					Aggresome (GO:0016235);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000016864	GLT8D1	Approved	Mitochondria					Mitochondria					Mitochondria (GO:0005739)
ENSG00000017260	ATP2C1	Supported	Golgi apparatus				Golgi apparatus						Golgi apparatus (GO:0005794)
ENSG00000017483	SLC38A5	Approved	Plasma membrane;Vesicles	Cytosol				Cytosol;Plasma membrane;Vesicles		Vesicles			Cytosol (GO:0005829);Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000017797	RALBP1	Approved	Cytosol	Nuclear membrane;Vesicles				Cytosol;Nuclear membrane;Vesicles					Cytosol (GO:0005829);Nuclear membrane (GO:0031965);Vesicles (GO:0043231)
ENSG00000018189	RUFY3	Supported	Cytosol				Cytosol						Cytosol (GO:0005829)
ENSG00000018280	SLC11A1	Approved	Mitochondria	Nucleoli				Mitochondria;Nucleoli					Mitochondria (GO:0005739);Nucleoli (GO:0005730)
ENSG00000018408	WWTR1	Supported	Nuclear bodies;Nucleoplasm	Cytosol			Cytosol;Nuclear bodies;Nucleoplasm			Nuclear bodies			Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000018510	AGPS	Supported	Peroxisomes				Peroxisomes						Peroxisomes (GO:0005777)
ENSG00000018610	CXorf56	Approved	Nucleoplasm	Centrosome				Centrosome;Nucleoplasm					Centrosome (GO:0005813);Nucleoplasm (GO:0005654)
ENSG00000018699	TTC27	Approved	Mitochondria	Nucleoli				Mitochondria;Nucleoli		Mitochondria			Mitochondria (GO:0005739);Nucleoli (GO:0005730)
ENSG00000018869	ZNF582	Approved	Cytosol	Nucleoplasm				Cytosol;Nucleoplasm		Cytosol			Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000019102	VSIG2	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000019144	PHLDB1	Supported	Cytosol;Vesicles	Plasma membrane			Cytosol	Plasma membrane;Vesicles					Cytosol (GO:0005829);Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000019169	MARCO	Approved	Golgi apparatus	Vesicles				Golgi apparatus;Vesicles					Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
ENSG00000019186	CYP24A1	Approved	Mitochondria;Nucleoplasm	Plasma membrane				Mitochondria;Nucleoplasm;Plasma membrane		Mitochondria;Nucleoplasm			Mitochondria (GO:0005739);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000019505	SYT13	Supported	Vesicles				Vesicles						Vesicles (GO:0043231)
ENSG00000019549	SNAI2	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000019582	CD74	Supported	Golgi apparatus				Golgi apparatus			Golgi apparatus			Golgi apparatus (GO:0005794)
ENSG00000019995	ZRANB1	Supported	Nucleoplasm	Cytosol			Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000020129	NCDN	Supported	Cytosol				Cytosol						Cytosol (GO:0005829)
ENSG00000020256	ZFP64	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000020426	MNAT1	Enhanced	Nucleoplasm			Nucleoplasm				Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000020577	SAMD4A	Approved	Cell Junctions	Cytosol			Cytosol	Cell Junctions					Cell Junctions (GO:0030054);Cytosol (GO:0005829)
ENSG00000020633	RUNX3	Supported	Nucleoplasm;Vesicles	Cytosol			Cytosol;Nucleoplasm	Vesicles					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000020922	MRE11	Enhanced	Nucleoplasm			Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000021355	SERPINB1	Supported	Cytoplasmic bodies		Predicted to be secreted		Cytoplasmic bodies			Cytoplasmic bodies			Cytoplasmic bodies (GO:0036464)
ENSG00000021461	CYP3A43	Approved	Cytosol	Vesicles				Cytosol	Vesicles				Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000021574	SPAST	Supported	Nucleoplasm	Cytosol			Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000021762	OSBPL5	Enhanced	Vesicles			Vesicles							Vesicles (GO:0043231)
ENSG00000021776	AQR	Enhanced	Nucleoplasm			Nucleoplasm				Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000021826	CPS1	Supported	Nucleoli;Nucleoli rim				Nucleoli;Nucleoli rim						Nucleoli (GO:0005730);Nucleoli rim (GO:0005730)
ENSG00000022267	FHL1	Supported	Cytosol	Plasma membrane			Cytosol	Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000022277	RTF2	Approved	Nucleoli;Nucleoplasm					Nucleoli;Nucleoplasm					Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000022355	GABRA1	Approved	Plasma membrane	Nucleoplasm				Plasma membrane	Nucleoplasm	Nucleoplasm;Plasma membrane			Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000022556	NLRP2	Supported	Cytosol;Golgi apparatus;Vesicles				Cytosol	Golgi apparatus;Vesicles					Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
ENSG00000022567	SLC45A4	Approved	Plasma membrane					Plasma membrane					Plasma membrane (GO:0005886)
ENSG00000022840	RNF10	Approved	Nucleoplasm	Mitochondria				Mitochondria;Nucleoplasm		Mitochondria			Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000022976	ZNF839	Approved	Plasma membrane	Nucleoplasm				Nucleoplasm;Plasma membrane					Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000023171	GRAMD1B	Supported	Endoplasmic reticulum;Plasma membrane	Vesicles			Endoplasmic reticulum;Plasma membrane		Vesicles				Endoplasmic reticulum (GO:0005783);Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000023191	RNH1	Enhanced	Cytosol;Nucleoplasm			Cytosol	Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000023228	NDUFS1	Supported	Mitochondria				Mitochondria						Mitochondria (GO:0005739)
ENSG00000023287	RB1CC1	Supported	Cytosol	Nuclear membrane			Cytosol		Nuclear membrane				Cytosol (GO:0005829);Nuclear membrane (GO:0031965)
ENSG00000023330	ALAS1	Supported	Mitochondria	Nucleoplasm			Mitochondria;Nucleoplasm			Mitochondria			Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000023445	BIRC3	Supported	Cytosol;Nucleoplasm				Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000023516	AKAP11	Approved	Cytosol;Nucleoli;Plasma membrane				Cytosol		Nucleoli;Plasma membrane				Cytosol (GO:0005829);Nucleoli (GO:0005730);Plasma membrane (GO:0005886)
ENSG00000023572	GLRX2	Supported	Nucleoplasm	Vesicles		Nucleoplasm		Vesicles					Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000023608	SNAPC1	Enhanced	Nucleoli	Nucleoplasm		Nucleoli;Nucleoplasm				Nucleoplasm			Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000023697	DERA	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000023734	STRAP	Enhanced	Cytosol			Cytosol							Cytosol (GO:0005829)
ENSG00000023892	DEF6	Enhanced	Nucleoplasm			Nucleoplasm				Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000023902	PLEKHO1	Supported	Mitochondria				Mitochondria			Mitochondria			Mitochondria (GO:0005739)
ENSG00000023909	GCLM	Approved	Cytosol;Nucleoplasm	Plasma membrane				Cytosol;Nucleoplasm;Plasma membrane		Cytosol;Nucleoplasm			Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000024048	UBR2	Approved	Nucleoplasm	Plasma membrane				Nucleoplasm;Plasma membrane					Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000024422	EHD2	Supported	Plasma membrane				Plasma membrane						Plasma membrane (GO:0005886)
ENSG00000024526	DEPDC1	Supported	Nucleoplasm	Nucleoli fibrillar center			Nucleoli fibrillar center;Nucleoplasm						Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654)
ENSG00000024862	CCDC28A	Approved	Plasma membrane	Nucleoplasm				Nucleoplasm;Plasma membrane					Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000025039	RRAGD	Approved	Nucleoplasm	Centrosome;Vesicles			Nucleoplasm;Vesicles	Centrosome		Vesicles			Centrosome (GO:0005813);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
